"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","996.1","...","998.0","2020-11-01 08:31","994.2","2020-11-01 14:39","24.3","29.9","2020-11-01 13:21","21.1","2020-11-01 23:51","...","75","24","2020-11-01 13:21","0.9","313","6.2","320","2020-11-01 14:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","994.9","...","996.3","2020-11-02 09:14","992.7","2020-11-02 15:41","24.0","29.7","2020-11-02 13:41","20.2","2020-11-02 04:01","...","81","27","2020-11-02 15:32","0.8","73","5.2","295","2020-11-02 16:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","996.3","...","998.0","2020-11-03 09:03","994.1","2020-11-03 14:31","22.9","29.3","2020-11-03 14:52","10.2","2020-11-03 04:12","...","68","28","2020-11-03 14:52","0.8","5","4.7","339","2020-11-03 18:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","997.4","...","999.0","2020-11-04 08:53","995.3","2020-11-04 14:23","22.8","28.7","2020-11-04 13:21","17.9","2020-11-04 05:31","...","62","26","2020-11-04 13:21","0.6","32","4.5","307","2020-11-04 15:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","997.3","...","999.5","2020-11-05 08:41","995.3","2020-11-05 15:06","23.3","29.3","2020-11-05 13:11","19.1","2020-11-05 06:24","...","72","26","2020-11-05 13:31","0.7","2","5.1","320","2020-11-05 16:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","993.6","...","997.0","2020-11-06 00:01","990.5","2020-11-06 14:52","22.9","28.4","2020-11-06 12:01","19.3","2020-11-06 02:32","...","95","48","2020-11-06 12:01","0.7","2","5.3","281","2020-11-06 12:16","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","996.8","...","998.7","2020-11-07 20:03","993.8","2020-11-07 00:03","23.8","26.6","2020-11-07 12:22","21.8","2020-11-07 23:34","...","100","100","2020-11-07 00:01","0.9","5","5.4","182","2020-11-07 01:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","998.5","...","1000.6","2020-11-08 08:51","997.1","2020-11-08 15:41","20.9","24.5","2020-11-08 13:43","18.8","2020-11-08 07:09","...","98","87","2020-11-08 16:14","0.9","11","4.9","281","2020-11-08 00:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","999.0","...","1000.5","2020-11-09 09:01","997.0","2020-11-09 03:41","19.4","21.2","2020-11-09 13:56","17.7","2020-11-09 23:54","...","100","100","2020-11-09 00:01","0.4","16","3.5","294","2020-11-09 18:43","17.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1001.2","...","1002.5","2020-11-10 09:21","999.5","2020-11-10 00:15","19.8","23.2","2020-11-10 12:21","17.2","2020-11-10 01:14","...","100","96","2020-11-10 12:23","0.5","2","3.8","328","2020-11-10 10:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1001.7","...","1003.5","2020-11-11 09:16","1000.0","2020-11-11 15:32","21.4","28.1","2020-11-11 15:02","17.5","2020-11-11 02:44","...","83","33","2020-11-11 15:02","0.7","50","6.4","311","2020-11-11 16:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","999.4","...","1001.5","2020-11-12 00:01","997.6","2020-11-12 15:41","21.9","27.6","2020-11-12 14:01","17.8","2020-11-12 04:21","...","89","55","2020-11-12 14:01","0.6","32","3.6","316","2020-11-12 17:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","998.5","...","1000.0","2020-11-13 09:32","997.0","2020-11-13 14:55","22.5","26.4","2020-11-13 11:21","20.4","2020-11-13 04:36","...","97","81","2020-11-13 11:21","0.7","326","5.3","322","2020-11-13 12:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1000.2","...","1002.5","2020-11-14 21:03","997.7","2020-11-14 01:51","21.9","24.3","2020-11-14 10:28","20.3","2020-11-14 22:22","...","100","100","2020-11-14 00:01","0.5","319","3.7","280","2020-11-14 20:41","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1002.0","...","1003.8","2020-11-15 09:43","X","2020-11-15 12:13","22.6","26.8","2020-11-15 14:42","19.8","2020-11-15 03:42","...","98","80","2020-11-15 15:11","0.6","238","3.5","230","2020-11-15 13:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1000.5","...","1000.0","2020-11-16 22:01","998.0","2020-11-16 15:52","23.6","26.5","2020-11-16 15:50","21.6","2020-11-16 22:31","...","95","83","2020-11-16 15:53","0.6","303","3.4","310","2020-11-16 15:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
