"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","986.5","...","989.2","2020-09-01 22:54","984.7","2020-09-01 03:54","27.5","33.1","2020-09-01 13:14","23.1","2020-09-01 04:54","...","92","66","2020-09-01 13:21","1.0","11","7.6","12","2020-09-01 12:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","989.8","...","991.6","2020-09-02 21:42","988.2","2020-09-02 14:54","28.2","34.0","2020-09-02 11:14","25.0","2020-09-02 01:04","...","92","66","2020-09-02 11:11","0.9","2","3.7","153","2020-09-02 14:28","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","991.9","...","994.0","2020-09-03 22:05","989.5","2020-09-03 14:46","26.4","34.0","2020-09-03 12:04","23.2","2020-09-03 16:45","...","96","70","2020-09-03 12:04","1.1","23","7.0","16","2020-09-03 15:22","21.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","991.7","...","993.7","2020-09-04 00:01","989.0","2020-09-04 17:01","27.7","33.3","2020-09-04 14:09","23.6","2020-09-04 05:41","...","93","67","2020-09-04 14:09","1.1","20","4.5","19","2020-09-04 18:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","988.7","...","991.8","2020-09-05 00:01","986.1","2020-09-05 17:21","27.6","33.5","2020-09-05 13:36","23.7","2020-09-05 05:01","...","91","65","2020-09-05 11:34","0.6","5","4.4","3","2020-09-05 16:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","987.3","...","990.0","2020-09-06 23:51","985.5","2020-09-06 15:01","26.2","32.8","2020-09-06 13:42","20.2","2020-09-06 23:54","...","82","43","2020-09-06 13:21","1.1","7","8.4","8","2020-09-06 14:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","991.6","...","995.1","2020-09-07 22:37","989.5","2020-09-07 02:24","26.2","33.5","2020-09-07 13:54","19.3","2020-09-07 01:21","...","84","40","2020-09-07 10:42","0.8","17","4.0","24","2020-09-07 05:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","994.7","...","996.5","2020-09-08 21:44","993.5","2020-09-08 13:54","27.5","34.0","2020-09-08 10:34","23.5","2020-09-08 02:53","...","87","50","2020-09-08 12:44","1.1","352","3.9","21","2020-09-08 17:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","992.9","...","995.5","2020-09-09 07:58","990.3","2020-09-09 15:45","27.5","33.5","2020-09-09 14:41","23.8","2020-09-09 05:34","...","90","63","2020-09-09 15:23","1.0","11","6.0","15","2020-09-09 17:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","990.4","...","991.8","2020-09-10 21:42","988.0","2020-09-10 14:52","27.6","34.1","2020-09-10 13:44","25.3","2020-09-10 23:59","...","92","62","2020-09-10 13:44","0.6","11","3.4","133","2020-09-10 15:19","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","991.9","...","994.0","2020-09-11 22:59","990.5","2020-09-11 01:21","26.6","34.3","2020-09-11 12:56","23.5","2020-09-11 14:52","...","93","57","2020-09-11 12:34","0.9","10","4.2","23","2020-09-11 06:41","34.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","993.9","...","995.5","2020-09-12 21:14","992.3","2020-09-12 03:05","27.0","33.3","2020-09-12 10:12","24.0","2020-09-12 05:31","...","96","69","2020-09-12 10:12","0.9","13","4.5","27","2020-09-12 11:07","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","994.0","...","995.5","2020-09-13 00:01","991.6","2020-09-13 15:04","28.0","33.7","2020-09-13 13:14","23.7","2020-09-13 05:42","...","91","66","2020-09-13 09:14","0.8","3","5.9","26","2020-09-13 14:53","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","992.9","...","994.7","2020-09-14 00:01","990.1","2020-09-14 15:01","28.3","34.0","2020-09-14 13:07","24.2","2020-09-14 05:31","...","90","67","2020-09-14 13:08","0.7","1","5.7","9","2020-09-14 16:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","992.6","...","994.1","2020-09-15 22:04","990.0","2020-09-15 15:14","27.9","34.5","2020-09-15 14:11","24.6","2020-09-15 05:14","...","90","58","2020-09-15 14:41","0.6","1","10.9","9","2020-09-15 16:09","9.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","991.8","...","993.3","2020-09-16 00:01","990.0","2020-09-16 16:04","28.2","33.7","2020-09-16 14:24","24.0","2020-09-16 05:04","...","90","60","2020-09-16 11:49","0.9","23","4.5","61","2020-09-16 12:58","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","991.5","...","993.8","2020-09-17 22:44","989.5","2020-09-17 14:54","28.8","34.1","2020-09-17 13:04","26.2","2020-09-17 23:22","...","91","67","2020-09-17 13:25","0.7","2","3.7","1","2020-09-17 14:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","994.7","...","997.5","2020-09-18 21:22","992.8","2020-09-18 04:02","27.7","35.0","2020-09-18 12:42","24.8","2020-09-18 23:21","...","93","65","2020-09-18 12:42","0.6","7","5.0","45","2020-09-18 16:10","20.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","995.6","...","997.2","2020-09-19 08:31","993.5","2020-09-19 16:13","27.9","34.0","2020-09-19 11:23","24.2","2020-09-19 04:55","...","91","62","2020-09-19 12:34","0.9","11","6.1","10","2020-09-19 16:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","993.7","...","995.5","2020-09-20 01:05","991.3","2020-09-20 15:04","27.8","33.3","2020-09-20 12:33","24.2","2020-09-20 04:21","...","92","66","2020-09-20 11:32","0.6","11","6.0","14","2020-09-20 14:51","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
