"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","996.9","999.6","999.4","2021-08-01 10:16","995.6","2021-08-01 16:08","27.7","29.2","2021-08-01 14:02","25.5","2021-08-01 10:22","26.2","92","84","2021-08-01 13:53","3.3","270","13.4","270","2021-08-01 09:58","47.0","4.9","11.0","2021-08-01 10:13","24.5","2021-08-01 10:01","0.0","0.0","3.48","12.8","/","5","2021-08-01 14:00","9.0"
"02","996.4","999.2","998.0","2021-08-02 06:11","995.2","2021-08-02 15:57","27.0","29.2","2021-08-02 10:29","24.8","2021-08-02 06:24","25.9","93","85","2021-08-02 00:23","2.3","260","10.7","260","2021-08-02 13:43","128.5","6.4","17.0","2021-08-02 04:31","73.0","2021-08-02 04:09","0.1","0.8","5.81","11.5","-0.4","4","2021-08-02 11:00","10.0"
"03","997.3","1000.0","999.4","2021-08-03 23:49","995.2","2021-08-03 04:01","27.2","29.9","2021-08-03 15:17","25.2","2021-08-03 06:32","26.0","93","82","2021-08-03 20:27","2.2","270","10.1","280","2021-08-03 11:15","70.5","5.0","11.5","2021-08-03 05:00","29.5","2021-08-03 04:14","0.9","6.9","11.42","12.7","-6.8","7","2021-08-03 14:00","9.2"
"04","998.0","1000.7","999.4","2021-08-04 09:03","997.0","2021-08-04 02:31","27.2","29.6","2021-08-04 12:13","26.0","2021-08-04 12:39","26.1","94","86","2021-08-04 12:20","1.3","230","13.8","280","2021-08-04 12:20","22.0","4.3","7.5","2021-08-04 12:20","12.5","2021-08-04 12:20","0.0","0.0","3.95","16.5","-0.9","3","2021-08-04 11:00","9.2"
"05","997.7","1000.4","999.7","2021-08-05 21:49","996.3","2021-08-05 03:57","27.6","29.7","2021-08-05 09:31","24.7","2021-08-05 18:17","26.0","91","83","2021-08-05 09:39","2.4","200","13.8","200","2021-08-05 04:06","78.5","4.5","11.5","2021-08-05 17:17","34.0","2021-08-05 17:16","0.0","0.0","4.47","16.0","/","3","2021-08-05 10:00","10.0"
"06","997.6","1000.3","998.9","2021-08-06 08:28","995.9","2021-08-06 14:30","28.6","29.9","2021-08-06 11:30","27.2","2021-08-06 15:07","26.5","88","84","2021-08-06 11:32","3.6","220","17.8","240","2021-08-06 14:36","13.0","1.1","4.5","2021-08-06 03:04","9.0","2021-08-06 03:04","0.0","0.0","5.72","11.0","-0.3","3","2021-08-06 12:00","10.0"
"07","998.8","1001.5","1002.6","2021-08-07 23:10","996.2","2021-08-07 03:11","28.4","29.0","2021-08-07 10:44","27.5","2021-08-07 17:04","26.9","91","88","2021-08-07 16:11","4.8","240","15.2","230","2021-08-07 04:15","11.5","2.5","2.5","2021-08-07 13:29","4.5","2021-08-07 13:06","0.0","0.0","1.63","11.3","/","1","2021-08-07 11:00","10.0"
"08","1003.7","1006.5","1006.1","2021-08-08 22:05","1001.3","2021-08-08 01:57","26.3","28.3","2021-08-08 00:01","25.1","2021-08-08 16:08","25.8","97","93","2021-08-08 01:42","2.3","270","12.3","280","2021-08-08 09:58","174.5","10.0","23.0","2021-08-08 06:11","67.5","2021-08-08 06:04","0.0","0.0","0.44","12.2","-7.7","0","2021-08-08 15:00","10.0"
"09","1004.9","1007.7","1006.1","2021-08-09 09:17","1003.0","2021-08-09 16:20","28.3","30.8","2021-08-09 10:52","25.7","2021-08-09 00:20","26.7","92","76","2021-08-09 18:05","1.6","260","9.9","310","2021-08-09 14:53","2.0","1.7","1.0","2021-08-09 03:09","1.5","2021-08-09 02:53","3.5","27.1","15.30","18.3","-2.5","8","2021-08-09 13:00","9.0"
