"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","899.0","...","901.1","2020-12-01 09:09","894.9","2020-12-01 13:17","11.5","15.6","2020-12-01 10:21","-1.0","2020-12-01 16:48","...","99","87","2020-12-01 21:39","6.1","71","27.0","60","2020-12-01 08:11","70.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","898.2","...","900.1","2020-12-02 08:34","894.0","2020-12-02 15:12","10.6","21.8","2020-12-02 13:41","-1.3","2020-12-02 15:12","...","99","88","2020-12-02 15:12","8.8","68","25.3","68","2020-12-02 19:05","22.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","898.4","...","900.0","2020-12-03 07:36","894.8","2020-12-03 04:44","8.6","11.4","2020-12-03 12:01","-3.9","2020-12-03 16:42","...","99","87","2020-12-03 04:44","9.7","63","22.0","80","2020-12-03 16:44","39.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","897.5","...","899.5","2020-12-04 08:42","893.7","2020-12-04 16:18","9.4","17.2","2020-12-04 09:23","-2.8","2020-12-04 21:44","...","99","87","2020-12-04 21:44","6.8","70","23.7","47","2020-12-04 13:30","48.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","898.2","...","900.1","2020-12-05 09:21","894.8","2020-12-05 01:19","10.4","18.1","2020-12-05 12:11","-3.3","2020-12-05 01:19","...","99","87","2020-12-05 23:08","4.6","74","22.6","71","2020-12-05 03:26","30.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","897.6","...","899.1","2020-12-06 08:52","893.9","2020-12-06 13:52","12.7","19.6","2020-12-06 13:35","0.5","2020-12-06 16:51","...","99","87","2020-12-06 16:51","4.1","225","20.4","91","2020-12-06 03:29","29.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","898.5","...","900.3","2020-12-07 08:11","894.5","2020-12-07 15:29","14.0","25.1","2020-12-07 11:31","0.7","2020-12-07 20:53","...","99","87","2020-12-07 20:53","3.4","184","18.7","80","2020-12-07 21:28","27.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","897.9","...","899.6","2020-12-08 08:33","893.6","2020-12-08 23:07","11.6","23.5","2020-12-08 11:16","-1.1","2020-12-08 22:56","...","99","87","2020-12-08 01:58","5.4","71","19.8","65","2020-12-08 02:52","34.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","896.3","...","898.6","2020-12-09 09:22","891.3","2020-12-09 14:26","13.2","16.3","2020-12-09 14:33","-1.3","2020-12-09 01:37","...","99","87","2020-12-09 18:07","3.0","284","18.7","75","2020-12-09 00:01","38.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
