"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","987.9","...","989.9","2020-02-01 09:44","986.1","2020-02-01 16:11","13.0","18.5","2020-02-01 12:42","8.0","2020-02-01 03:41","...","74","31","2020-02-01 12:13","1.1","1","6.5","1","2020-02-01 14:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","988.4","...","991.4","2020-02-02 10:02","986.7","2020-02-02 06:04","14.7","20.1","2020-02-02 12:36","9.5","2020-02-02 06:32","...","82","39","2020-02-02 11:21","1.1","65","5.3","351","2020-02-02 14:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","987.0","...","988.9","2020-02-03 09:44","985.7","2020-02-03 15:23","15.7","19.6","2020-02-03 10:21","13.2","2020-02-03 05:41","...","92","56","2020-02-03 10:03","2.3","6","9.9","19","2020-02-03 12:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","985.7","...","987.7","2020-02-04 09:42","984.2","2020-02-04 15:46","14.4","15.3","2020-02-04 13:31","13.8","2020-02-04 02:12","...","99","99","2020-02-04 12:34","2.5","29","10.1","34","2020-02-04 10:17","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","985.8","...","987.1","2020-02-05 00:11","983.9","2020-02-05 14:19","14.8","19.3","2020-02-05 14:06","12.5","2020-02-05 23:51","...","95","77","2020-02-05 14:23","3.4","27","11.6","2","2020-02-05 10:59","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","985.2","...","986.7","2020-02-06 20:52","983.3","2020-02-06 14:54","16.4","22.8","2020-02-06 10:36","11.6","2020-02-06 05:57","...","91","62","2020-02-06 14:44","1.6","44","8.6","354","2020-02-06 16:53","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","986.6","...","988.6","2020-02-07 09:25","985.4","2020-02-07 14:51","14.8","20.0","2020-02-07 11:41","12.3","2020-02-07 06:42","...","99","88","2020-02-07 11:42","3.6","28","11.8","13","2020-02-07 21:00","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","988.0","...","990.1","2020-02-08 22:56","986.4","2020-02-08 14:22","14.2","18.4","2020-02-08 11:53","12.2","2020-02-08 06:51","...","93","72","2020-02-08 11:53","3.6","29","14.2","44","2020-02-08 07:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","989.3","...","991.5","2020-02-09 10:03","987.6","2020-02-09 15:14","13.4","16.7","2020-02-09 13:41","11.1","2020-02-09 23:52","...","95","81","2020-02-09 13:42","2.7","24","9.7","11","2020-02-09 08:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","988.0","...","989.6","2020-02-10 09:54","986.8","2020-02-10 04:03","15.8","22.3","2020-02-10 12:46","11.1","2020-02-10 00:12","...","87","58","2020-02-10 12:46","0.7","5","5.6","346","2020-02-10 13:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","987.7","...","989.9","2020-02-11 09:42","985.5","2020-02-11 17:32","17.1","20.8","2020-02-11 13:54","14.0","2020-02-11 02:04","...","97","85","2020-02-11 19:23","0.8","356","5.4","360","2020-02-11 08:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","984.9","...","986.8","2020-02-12 00:21","982.7","2020-02-12 15:31","20.3","26.3","2020-02-12 10:56","15.5","2020-02-12 06:42","...","77","43","2020-02-12 12:01","0.5","105","4.3","149","2020-02-12 09:38","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","982.7","...","984.5","2020-02-13 00:01","980.7","2020-02-13 13:12","20.8","26.7","2020-02-13 12:24","17.5","2020-02-13 06:32","...","92","57","2020-02-13 12:24","1.0","106","6.0","112","2020-02-13 22:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","981.9","...","984.1","2020-02-14 20:52","980.5","2020-02-14 04:38","20.7","26.4","2020-02-14 11:02","18.2","2020-02-14 03:41","...","93","61","2020-02-14 12:36","1.2","90","7.2","7","2020-02-14 14:48","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","981.7","...","984.2","2020-02-15 08:51","979.2","2020-02-15 14:45","22.3","27.2","2020-02-15 12:44","18.2","2020-02-15 06:12","...","97","78","2020-02-15 12:44","0.8","105","5.4","248","2020-02-15 15:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","983.7","...","987.1","2020-02-16 23:21","981.3","2020-02-16 00:11","13.8","22.4","2020-02-16 00:03","8.6","2020-02-16 20:22","...","99","83","2020-02-17 00:00","3.0","23","15.7","23","2020-02-16 23:43","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","988.9","...","991.2","2020-02-17 20:14","985.5","2020-02-17 03:15","10.5","13.7","2020-02-17 12:31","8.0","2020-02-17 02:36","...","64","15","2020-02-17 23:05","4.3","29","14.1","21","2020-02-17 00:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","990.1","...","992.1","2020-02-18 10:02","988.7","2020-02-18 14:42","12.2","18.4","2020-02-18 12:23","7.8","2020-02-18 05:11","...","57","15","2020-02-18 00:12","2.2","26","10.0","39","2020-02-18 00:12","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","990.2","...","991.8","2020-02-19 10:35","989.2","2020-02-19 14:13","14.1","19.5","2020-02-19 14:03","9.6","2020-02-19 03:01","...","87","52","2020-02-19 11:01","1.1","82","6.6","340","2020-02-19 15:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","990.8","...","992.6","2020-02-20 10:01","989.0","2020-02-20 03:39","16.1","20.3","2020-02-20 13:05","12.7","2020-02-20 00:25","...","97","80","2020-02-20 09:31","1.8","1","8.5","350","2020-02-20 14:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","992.4","...","994.3","2020-02-21 09:58","991.1","2020-02-21 15:11","16.1","19.5","2020-02-21 10:57","14.2","2020-02-21 23:57","...","99","94","2020-02-21 10:57","1.7","3","7.8","39","2020-02-21 12:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","991.4","...","993.4","2020-02-22 09:43","989.3","2020-02-22 15:54","16.9","22.4","2020-02-22 14:41","13.5","2020-02-22 06:06","...","99","91","2020-02-22 12:35","2.1","18","7.0","31","2020-02-22 21:41","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","989.9","...","992.8","2020-02-23 10:14","988.0","2020-02-23 15:15","17.9","23.8","2020-02-23 12:51","14.2","2020-02-23 06:22","...","92","59","2020-02-23 12:51","1.3","2","7.1","7","2020-02-23 15:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","987.2","...","989.8","2020-02-24 10:11","984.9","2020-02-24 18:02","18.5","23.3","2020-02-24 11:32","15.5","2020-02-24 04:01","...","98","83","2020-02-24 11:18","0.8","244","5.4","5","2020-02-24 14:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","985.2","...","987.9","2020-02-25 09:52","983.8","2020-02-25 14:53","21.0","26.9","2020-02-25 14:11","15.9","2020-02-25 05:22","...","80","45","2020-02-25 14:11","1.3","46","7.5","17","2020-02-25 12:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","985.0","...","987.0","2020-02-26 09:41","983.8","2020-02-26 03:24","21.4","26.4","2020-02-26 13:22","18.1","2020-02-26 23:41","...","90","65","2020-02-26 10:38","1.5","23","6.4","39","2020-02-26 18:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","985.4","...","987.7","2020-02-27 09:42","984.1","2020-02-27 15:21","18.6","22.9","2020-02-27 11:31","16.1","2020-02-27 06:01","...","96","72","2020-02-27 11:31","2.5","7","8.6","360","2020-02-27 13:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","984.2","...","986.3","2020-02-28 10:06","982.7","2020-02-28 16:21","18.7","22.5","2020-02-28 09:31","15.8","2020-02-28 03:02","...","99","92","2020-02-28 10:39","1.0","358","7.8","4","2020-02-28 12:15","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","981.8","...","983.9","2020-02-29 10:05","979.7","2020-02-29 15:56","21.3","26.7","2020-02-29 14:21","17.3","2020-02-29 02:52","...","89","57","2020-02-29 14:02","0.7","18","5.1","316","2020-02-29 15:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
