"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1014.1","...","1016.9","2020-04-01 21:03","1008.4","2020-04-01 00:21","18.5","21.4","2020-04-01 00:01","16.7","2020-04-01 18:31","...","74","63","2020-04-01 19:51","2.1","15","9.3","355","2020-04-01 14:15","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1015.4","...","1018.2","2020-04-02 07:51","1012.3","2020-04-02 13:51","19.5","22.0","2020-04-02 13:22","16.6","2020-04-02 05:31","...","77","66","2020-04-02 00:01","2.2","24","11.5","67","2020-04-02 14:11","11.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1014.9","...","1017.2","2020-04-03 21:21","1011.4","2020-04-03 14:01","20.7","25.4","2020-04-03 12:41","18.0","2020-04-03 23:51","...","78","61","2020-04-03 12:43","1.3","63","7.7","3","2020-04-03 00:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1016.6","...","1019.3","2020-04-04 21:21","1012.5","2020-04-04 03:21","18.4","19.6","2020-04-04 11:21","16.7","2020-04-04 23:11","...","74","60","2020-04-04 19:51","1.0","18","8.2","1","2020-04-04 15:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1017.4","...","1019.0","2020-04-05 09:44","1015.8","2020-04-05 15:42","18.2","19.8","2020-04-05 11:33","16.4","2020-04-05 17:48","...","63","53","2020-04-05 11:01","2.5","73","9.3","90","2020-04-05 09:10","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1014.1","...","1016.9","2020-04-06 00:02","1011.7","2020-04-06 16:14","18.8","20.6","2020-04-06 11:43","17.4","2020-04-06 22:51","...","72","61","2020-04-06 00:01","1.9","66","9.3","22","2020-04-06 03:25","4.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1013.1","...","1014.7","2020-04-07 21:01","1010.0","2020-04-07 04:01","17.2","18.2","2020-04-07 12:31","16.0","2020-04-07 08:41","...","81","69","2020-04-07 18:21","1.0","134","4.9","121","2020-04-07 00:09","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1013.1","...","1015.0","2020-04-08 20:41","1011.8","2020-04-08 15:25","19.0","20.5","2020-04-08 14:12","17.0","2020-04-08 00:14","...","72","61","2020-04-08 18:01","0.8","22","7.7","79","2020-04-08 16:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1014.9","...","1016.8","2020-04-09 22:12","1012.4","2020-04-09 02:42","20.3","24.0","2020-04-09 14:22","17.8","2020-04-09 04:31","...","71","49","2020-04-09 13:22","1.7","132","9.3","73","2020-04-09 20:42","2.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
