"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1021.4","...","1023.6","2022-01-01 09:12","1019.4","2022-01-01 14:44","16.9","19.9","2022-01-01 15:42","14.9","2022-01-01 01:23","...","88","71","2022-01-01 15:33","0.7","75","6.0","73","2022-01-01 01:05","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1020.2","...","1022.4","2022-01-02 09:28","1018.5","2022-01-02 14:49","17.2","20.0","2022-01-02 12:21","15.1","2022-01-02 01:52","...","82","62","2022-01-02 12:43","1.1","78","7.7","83","2022-01-02 12:49","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1018.6","...","1020.7","2022-01-03 08:32","1016.6","2022-01-03 14:51","18.6","22.2","2022-01-03 12:14","16.5","2022-01-03 05:51","...","75","54","2022-01-03 13:36","1.0","73","7.7","75","2022-01-03 13:02","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1017.4","...","1019.6","2022-01-04 08:43","1015.5","2022-01-04 15:02","18.1","19.9","2022-01-04 14:11","17.0","2022-01-04 06:37","...","92","82","2022-01-04 14:17","1.8","73","9.3","85","2022-01-04 12:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1014.5","...","1016.4","2022-01-05 22:51","1012.9","2022-01-05 14:51","18.9","20.8","2022-01-05 15:51","17.7","2022-01-05 07:21","...","97","82","2022-01-05 15:51","0.5","21","4.9","275","2022-01-05 10:49","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1018.7","...","1022.0","2022-01-06 22:15","1015.8","2022-01-06 00:02","16.8","18.6","2022-01-06 00:02","14.6","2022-01-06 23:12","...","88","69","2022-01-06 10:21","1.4","53","7.7","82","2022-01-06 16:17","8.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1020.1","...","1022.3","2022-01-07 09:09","1018.1","2022-01-07 15:21","16.2","18.2","2022-01-07 11:21","14.4","2022-01-07 02:32","...","80","67","2022-01-07 12:35","1.7","74","9.3","87","2022-01-07 13:24","4.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1017.7","...","1019.9","2022-01-08 09:01","1015.8","2022-01-08 14:43","16.5","17.9","2022-01-08 11:14","15.4","2022-01-08 04:32","...","73","65","2022-01-08 11:21","2.0","74","9.3","88","2022-01-08 14:10","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1014.6","...","1016.2","2022-01-09 00:01","1012.2","2022-01-09 14:23","17.6","20.3","2022-01-09 11:52","16.3","2022-01-09 01:05","...","77","64","2022-01-09 11:52","0.9","79","7.7","91","2022-01-09 12:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1013.6","...","1015.5","2022-01-10 08:32","1010.9","2022-01-10 14:42","17.4","19.9","2022-01-10 13:11","15.8","2022-01-10 23:31","...","88","67","2022-01-10 14:42","1.4","75","9.3","76","2022-01-10 12:38","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1018.1","...","1021.3","2022-01-11 20:33","1013.4","2022-01-11 01:44","13.4","16.3","2022-01-11 00:02","12.1","2022-01-11 12:41","...","78","50","2022-01-11 23:47","1.9","12","10.4","45","2022-01-11 08:03","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1018.1","...","1020.0","2022-01-12 09:13","1016.2","2022-01-12 15:22","13.3","14.5","2022-01-12 20:21","11.9","2022-01-12 05:41","...","81","51","2022-01-12 00:02","1.4","81","8.8","106","2022-01-12 01:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1019.2","...","1021.2","2022-01-13 21:41","1016.4","2022-01-13 03:42","13.8","15.1","2022-01-13 10:41","12.3","2022-01-13 23:22","...","75","53","2022-01-13 19:51","0.8","15","7.1","60","2022-01-13 12:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1018.1","...","1020.8","2022-01-14 07:36","1014.0","2022-01-14 15:51","15.3","17.7","2022-01-14 14:31","11.8","2022-01-14 03:52","...","57","45","2022-01-14 11:42","1.7","72","9.9","99","2022-01-14 11:05","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1017.7","...","1020.2","2022-01-15 09:21","1015.3","2022-01-15 15:02","16.7","20.7","2022-01-15 13:22","14.5","2022-01-15 00:01","...","78","55","2022-01-15 13:22","0.8","35","6.6","47","2022-01-15 14:05","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1017.9","...","1019.1","2022-01-16 08:41","1015.0","2022-01-16 14:22","18.1","23.1","2022-01-16 12:16","15.1","2022-01-16 06:51","...","82","65","2022-01-16 11:29","0.7","45","8.8","89","2022-01-16 14:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1018.4","...","1020.1","2022-01-17 21:01","1016.4","2022-01-17 14:01","16.9","18.6","2022-01-17 11:41","15.4","2022-01-17 21:51","...","96","89","2022-01-17 11:01","0.7","73","6.0","96","2022-01-17 23:57","8.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1017.7","...","1019.6","2022-01-18 09:01","1015.6","2022-01-18 15:21","16.2","17.5","2022-01-18 13:01","15.3","2022-01-18 03:51","...","96","87","2022-01-18 13:42","2.4","74","9.9","81","2022-01-18 18:59","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1016.1","...","1017.7","2022-01-19 09:11","1014.0","2022-01-19 15:11","16.9","18.8","2022-01-19 14:02","15.4","2022-01-19 22:41","...","92","81","2022-01-19 14:05","2.0","75","9.3","91","2022-01-19 12:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1016.7","...","1018.6","2022-01-20 09:41","1014.7","2022-01-20 04:01","16.9","18.5","2022-01-20 11:11","15.7","2022-01-20 07:31","...","87","76","2022-01-20 13:26","2.7","78","12.1","72","2022-01-20 14:51","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1016.0","...","1019.2","2022-01-21 09:04","1013.4","2022-01-21 23:52","17.0","18.9","2022-01-21 23:42","15.4","2022-01-21 03:52","...","98","92","2022-01-21 00:12","2.2","74","9.9","74","2022-01-21 00:20","33.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1011.5","...","1015.6","2022-01-22 09:12","1008.0","2022-01-22 14:06","18.7","20.6","2022-01-22 14:51","17.2","2022-01-22 08:06","...","98","88","2022-01-22 14:51","1.1","28","9.9","116","2022-01-22 12:36","38.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1008.7","...","1010.8","2022-01-23 22:15","1006.9","2022-01-23 12:31","18.8","23.0","2022-01-23 11:51","17.4","2022-01-23 18:41","...","99","84","2022-01-23 11:56","0.3","219","5.5","250","2022-01-23 12:15","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1012.4","...","1014.1","2022-01-24 21:42","1009.8","2022-01-24 02:51","17.5","18.5","2022-01-24 13:35","16.4","2022-01-24 08:51","...","99","91","2022-01-24 13:33","0.7","9","5.5","62","2022-01-24 20:18","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1013.5","...","1016.2","2022-01-25 09:52","1011.7","2022-01-25 14:32","18.4","21.7","2022-01-25 13:14","16.9","2022-01-25 01:31","...","93","67","2022-01-25 12:21","1.9","78","9.3","88","2022-01-25 13:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1013.5","...","1015.2","2022-01-26 08:24","1011.3","2022-01-26 15:01","21.0","26.0","2022-01-26 12:25","18.3","2022-01-26 05:31","...","88","60","2022-01-26 12:32","1.2","68","8.8","52","2022-01-26 00:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1014.0","...","1015.8","2022-01-27 08:45","1011.8","2022-01-27 13:51","20.8","25.2","2022-01-27 11:53","18.0","2022-01-27 04:11","...","88","62","2022-01-27 12:15","0.8","2","5.5","262","2022-01-27 14:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1013.8","...","1015.7","2022-01-28 09:25","1011.8","2022-01-28 16:31","19.0","20.6","2022-01-28 09:24","17.6","2022-01-28 23:41","...","90","75","2022-01-28 12:24","2.1","77","9.9","360","2022-01-28 13:05","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1011.2","...","1013.9","2022-01-29 00:01","1008.7","2022-01-29 15:05","16.7","18.3","2022-01-29 15:24","15.7","2022-01-29 06:21","...","95","82","2022-01-29 15:31","0.8","78","7.1","88","2022-01-29 15:49","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1015.3","...","1020.0","2022-01-30 21:01","1010.1","2022-01-30 02:32","13.6","16.3","2022-01-30 00:01","11.6","2022-01-30 16:33","...","92","72","2022-01-30 23:41","1.5","22","11.5","32","2022-01-30 13:10","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1017.7","...","1019.5","2022-01-31 09:28","1016.4","2022-01-31 21:26","15.6","18.2","2022-01-31 12:22","13.2","2022-01-31 00:02","...","63","44","2022-01-31 12:22","2.4","79","12.1","93","2022-01-31 13:54","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
