"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","998.7","...","1000.1","2020-09-01 10:33","997.3","2020-09-01 03:22","30.5","34.0","2020-09-01 15:13","26.4","2020-09-01 05:11","...","66","45","2020-09-01 15:51","1.8","269","11.0","299","2020-09-01 12:09","8.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1000.8","...","1003.1","2020-09-02 22:33","999.1","2020-09-02 15:12","32.1","36.4","2020-09-02 13:33","28.6","2020-09-02 11:33","...","60","42","2020-09-02 13:11","1.8","14","9.3","307","2020-09-02 12:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1005.1","...","1007.4","2020-09-03 21:27","1002.3","2020-09-03 01:32","29.3","32.6","2020-09-03 14:11","26.1","2020-09-03 10:31","...","72","57","2020-09-03 15:31","1.3","3","9.3","284","2020-09-03 07:58","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1005.9","...","1007.9","2020-09-04 08:11","1004.0","2020-09-04 15:23","29.4","33.6","2020-09-04 13:42","26.7","2020-09-04 05:23","...","69","49","2020-09-04 13:42","2.1","79","10.4","106","2020-09-04 17:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1003.6","...","1005.7","2020-09-05 09:21","1001.6","2020-09-05 15:43","28.6","32.1","2020-09-05 13:51","23.2","2020-09-05 04:31","...","63","46","2020-09-05 13:21","1.5","336","8.2","112","2020-09-05 00:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1001.9","...","1003.1","2020-09-06 21:11","1000.5","2020-09-06 14:11","28.0","31.4","2020-09-06 14:51","25.4","2020-09-06 23:51","...","53","32","2020-09-06 14:21","1.4","307","8.8","250","2020-09-06 13:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1004.8","...","1007.4","2020-09-07 22:41","1002.5","2020-09-07 01:17","28.9","34.7","2020-09-07 12:14","23.3","2020-09-07 11:51","...","48","26","2020-09-07 11:56","1.4","80","7.1","115","2020-09-07 17:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1008.1","...","1009.6","2020-09-08 20:01","1006.3","2020-09-08 14:52","30.2","34.4","2020-09-08 12:52","27.6","2020-09-08 05:53","...","58","41","2020-09-08 11:11","1.1","38","7.7","331","2020-09-08 13:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1006.3","...","1009.1","2020-09-09 00:03","1004.1","2020-09-09 16:01","29.6","33.4","2020-09-09 11:25","27.3","2020-09-09 04:31","...","64","48","2020-09-09 11:21","1.1","11","6.6","342","2020-09-09 11:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
