"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.6","...","1008.4","2021-09-01 09:25","1004.9","2021-09-01 15:11","28.7","34.6","2021-09-01 11:14","24.3","2021-09-01 05:37","...","77","50","2021-09-01 11:14","0.8","25","6.0","298","2021-09-01 14:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1005.7","...","1007.7","2021-09-02 00:01","1003.6","2021-09-02 16:42","28.1","33.8","2021-09-02 12:34","24.5","2021-09-02 14:42","...","84","57","2021-09-02 11:07","0.7","176","7.7","150","2021-09-02 14:06","27.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1004.6","...","1006.1","2021-09-03 00:32","1002.5","2021-09-03 15:21","28.5","34.7","2021-09-03 12:12","24.8","2021-09-03 03:46","...","78","51","2021-09-03 12:12","0.9","10","6.0","38","2021-09-03 12:48","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1006.1","...","1007.7","2021-09-04 20:45","1005.1","2021-09-04 03:31","26.7","33.4","2021-09-04 10:26","24.4","2021-09-04 05:21","...","87","51","2021-09-04 10:36","0.8","4","6.0","326","2021-09-04 10:45","2.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1006.1","...","1007.9","2021-09-05 22:41","1003.9","2021-09-05 14:52","28.4","34.2","2021-09-05 14:01","23.1","2021-09-05 05:42","...","77","55","2021-09-05 13:06","1.4","80","7.7","105","2021-09-05 20:53","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1007.8","...","1009.5","2021-09-06 21:41","1005.8","2021-09-06 13:12","27.9","34.5","2021-09-06 13:12","24.9","2021-09-06 04:51","...","85","54","2021-09-06 13:12","0.6","13","6.6","144","2021-09-06 15:37","42.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1007.0","...","1009.1","2021-09-07 08:01","1004.0","2021-09-07 17:01","29.0","35.5","2021-09-07 12:11","23.8","2021-09-07 05:41","...","76","50","2021-09-07 12:22","0.9","14","7.7","71","2021-09-07 16:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1005.6","...","1006.9","2021-09-08 00:01","1003.5","2021-09-08 15:21","29.8","34.9","2021-09-08 11:42","25.4","2021-09-08 06:01","...","71","47","2021-09-08 15:35","1.3","86","11.0","53","2021-09-08 20:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1005.5","...","1006.8","2021-09-09 22:21","1004.0","2021-09-09 15:42","29.9","34.9","2021-09-09 12:52","23.3","2021-09-09 05:31","...","63","43","2021-09-09 14:11","1.5","86","8.2","94","2021-09-09 20:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
