"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","970.5","...","972.7","2021-02-01 00:21","968.7","2021-02-01 15:01","17.0","22.6","2021-02-01 13:41","13.6","2021-02-01 00:06","...","60","26","2021-02-01 17:13","1.5","9","9.9","157","2021-02-01 04:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","973.1","...","975.4","2021-02-02 20:14","969.8","2021-02-02 00:02","13.5","16.6","2021-02-02 01:01","11.5","2021-02-02 05:01","...","82","39","2021-02-02 01:01","2.9","52","14.3","40","2021-02-02 16:58","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","973.8","...","975.9","2021-02-03 08:06","971.4","2021-02-03 13:53","14.8","19.1","2021-02-03 14:11","11.7","2021-02-03 06:18","...","67","53","2021-02-03 12:23","2.3","44","14.3","61","2021-02-03 01:12","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","973.5","...","975.9","2021-02-04 10:01","971.7","2021-02-04 14:54","16.2","20.0","2021-02-04 10:11","14.5","2021-02-04 05:31","...","75","59","2021-02-04 12:12","1.5","20","10.4","36","2021-02-04 13:29","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","970.6","...","972.7","2021-02-05 00:01","968.1","2021-02-05 14:34","17.5","23.5","2021-02-05 14:41","14.1","2021-02-05 21:31","...","71","48","2021-02-05 14:07","1.0","9","7.7","22","2021-02-05 03:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","969.3","...","971.4","2021-02-06 09:02","967.8","2021-02-06 13:54","17.6","34.8","2021-02-06 08:01","14.1","2021-02-06 02:32","...","73","39","2021-02-06 11:02","0.9","139","6.0","6","2021-02-06 21:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","969.8","...","971.6","2021-02-07 09:23","967.1","2021-02-07 15:31","18.4","22.1","2021-02-07 13:15","16.1","2021-02-07 07:32","...","82","60","2021-02-07 11:44","1.6","2","9.3","23","2021-02-07 17:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","972.3","...","975.3","2021-02-08 19:56","969.2","2021-02-08 02:31","14.8","17.5","2021-02-08 01:12","12.0","2021-02-08 23:31","...","95","91","2021-02-08 06:52","4.0","20","17.1","62","2021-02-08 21:24","6.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","972.3","...","974.7","2021-02-09 02:01","969.7","2021-02-09 23:32","12.8","14.6","2021-02-09 23:24","11.4","2021-02-09 03:43","...","96","86","2021-02-09 10:06","3.9","29","16.5","25","2021-02-09 03:20","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
