"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1001.8","...","...","...","...","...","26.2","...","...","...","...","...","90","...","...","0.5","86","...","...","...","31.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1002.2","...","1004.0","2021-06-02 21:31","999.6","2021-06-02 14:11","27.8","33.7","2021-06-02 13:34","23.1","2021-06-02 05:01","...","84","48","2021-06-02 13:41","0.5","211","6.0","300","2021-06-02 13:34","7.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1000.5","...","1003.1","2021-06-03 00:01","997.1","2021-06-03 15:41","29.6","35.7","2021-06-03 14:16","24.4","2021-06-03 05:31","...","74","43","2021-06-03 13:15","0.7","291","6.6","234","2021-06-03 16:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","998.6","...","...","...","...","...","27.3","...","...","...","...","...","90","...","...","0.8","85","...","...","...","203.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","998.1","...","1000.4","2021-06-05 22:04","995.9","2021-06-05 15:01","25.0","27.1","2021-06-05 13:21","21.2","2021-06-05 22:31","...","99","99","2021-06-05 08:41","0.9","74","9.9","75","2021-06-05 19:49","22.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1000.6","...","1004.1","2021-06-06 22:01","997.5","2021-06-06 03:41","23.8","25.6","2021-06-06 10:11","21.3","2021-06-06 00:11","...","99","95","2021-06-06 08:31","1.0","79","5.5","58","2021-06-06 07:11","9.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1004.1","...","1006.1","2021-06-07 22:21","1001.8","2021-06-07 02:41","26.1","32.7","2021-06-07 12:06","22.2","2021-06-07 05:21","...","89","54","2021-06-07 12:11","0.6","94","6.0","54","2021-06-07 13:27","9.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1004.5","...","1006.2","2021-06-08 07:37","1001.4","2021-06-08 15:21","28.3","35.7","2021-06-08 14:02","22.7","2021-06-08 04:41","...","79","39","2021-06-08 14:02","0.7","95","5.5","327","2021-06-08 15:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1003.0","...","1005.1","2021-06-09 00:01","1000.9","2021-06-09 17:31","28.4","34.8","2021-06-09 11:04","24.2","2021-06-09 05:02","...","78","41","2021-06-09 10:53","1.0","61","7.7","89","2021-06-09 12:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
