"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1005.6","...","1007.4","2020-11-01 09:04","1003.4","2020-11-01 14:24","24.5","28.2","2020-11-01 12:12","21.8","2020-11-01 05:13","...","81","53","2020-11-01 12:45","5.1","75","14.3","69","2020-11-01 15:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1006.5","...","1009.2","2020-11-02 21:31","1004.6","2020-11-02 03:32","23.7","26.7","2020-11-02 10:32","21.4","2020-11-02 22:51","...","86","57","2020-11-02 10:32","4.4","66","12.6","105","2020-11-02 00:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1010.1","...","1011.8","2020-11-03 20:46","1008.5","2020-11-03 00:01","20.2","23.4","2020-11-03 12:02","17.5","2020-11-03 23:34","...","88","52","2020-11-03 12:13","2.7","85","11.0","83","2020-11-03 12:18","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1010.3","...","1012.0","2020-11-04 08:32","1008.1","2020-11-04 14:41","20.3","23.3","2020-11-04 11:53","17.3","2020-11-04 00:59","...","78","54","2020-11-04 14:01","4.0","78","13.7","71","2020-11-04 12:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1008.6","...","1010.7","2020-11-05 09:02","1006.8","2020-11-05 14:41","22.0","24.6","2020-11-05 14:02","19.8","2020-11-05 04:14","...","87","69","2020-11-05 12:35","4.7","82","13.2","77","2020-11-05 11:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1002.9","...","1007.8","2020-11-06 00:03","999.6","2020-11-06 14:51","26.8","29.8","2020-11-06 14:55","22.0","2020-11-06 01:11","...","87","60","2020-11-06 23:52","6.0","75","17.6","91","2020-11-06 12:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1005.6","...","1009.7","2020-11-07 22:22","1000.7","2020-11-07 01:43","25.5","29.6","2020-11-07 00:09","20.4","2020-11-07 23:59","...","95","59","2020-11-07 00:09","2.1","296","12.6","85","2020-11-07 00:19","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1011.5","...","1013.0","2020-11-08 09:23","1009.5","2020-11-08 00:01","19.3","20.6","2020-11-08 00:03","18.4","2020-11-08 06:55","...","100","100","2020-11-08 00:01","3.2","86","11.0","62","2020-11-08 23:59","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1011.6","...","1012.9","2020-11-09 08:44","1010.5","2020-11-09 13:54","19.5","20.5","2020-11-09 09:41","18.8","2020-11-09 04:04","...","90","81","2020-11-09 15:44","3.9","95","13.2","87","2020-11-09 08:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
